"project","constructive","under_constructive","work_group","block","floor","level","min_base_plan_start_date","max_base_plan_finish_date","contractors"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 10","4 этаж",1,"2024-02-25","2024-03-07","[{""contractor"" : ""Подрядчик - 391"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 10","5 этаж",1,"2024-03-03","2024-03-10","[{""contractor"" : ""Подрядчик - 391"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 10","6 этаж",1,"2024-03-01","2024-03-10","[{""contractor"" : ""Подрядчик - 938"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 10","7 этаж",1,"2024-03-06","2024-03-09","[{""contractor"" : ""Подрядчик - 938"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 10","8 этаж",1,"2024-03-04","2024-03-12","[{""contractor"" : ""Подрядчик - 938"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 10","9 этаж",1,"2024-03-10","2024-03-12","[{""contractor"" : ""Подрядчик - 938"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 3","10 этаж",1,"2024-04-13","2024-04-23","[{""contractor"" : ""Подрядчик - 707"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 3","11 этаж",1,"2024-05-01","2024-05-03","[{""contractor"" : ""Подрядчик - 707"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 3","12 этаж",1,"2024-04-25","2024-04-27","[{""contractor"" : ""Подрядчик - 707"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 3","1 этаж",1,"2024-05-01","2024-05-09","[{""contractor"" : ""Подрядчик - 707"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 3","2 этаж",1,"2024-03-07","2024-03-09","[{""contractor"" : ""Подрядчик - 707"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 3","3 этаж",1,"2024-03-11","2024-03-13","[{""contractor"" : ""Подрядчик - 707"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 3","4 этаж",1,"2024-03-03","2024-03-03","[{""contractor"" : ""Подрядчик - 707"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 3","5 этаж",1,"2024-03-08","2024-03-08","[{""contractor"" : ""Подрядчик - 707"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 3","6 этаж",1,"2024-03-11","2024-03-25","[{""contractor"" : ""Подрядчик - 707"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 3","7 этаж",1,"2024-03-18","2024-03-18","[{""contractor"" : ""Подрядчик - 707"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 3","8 этаж",1,"2024-03-31","2024-04-03","[{""contractor"" : ""Подрядчик - 707"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 3","9 этаж",1,"2024-04-02","2024-04-11","[{""contractor"" : ""Подрядчик - 707"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 4","10 этаж",1,"2024-07-09","2024-07-19","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 4","11 этаж",1,"2024-07-22","2024-07-22","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 4","12 этаж",1,"2024-07-24","2024-07-24","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 4","1 этаж",1,"2024-08-06","2024-08-09","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 4","2 этаж",1,"2024-05-12","2024-05-14","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 4","3 этаж",1,"2024-05-13","2024-05-13","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 4","4 этаж",1,"2024-05-26","2024-05-28","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 4","5 этаж",1,"2024-05-22","2024-06-09","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 4","6 этаж",1,"2024-06-01","2024-06-01","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 4","7 этаж",1,"2024-06-11","2024-06-11","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 4","8 этаж",1,"2024-06-17","2024-07-02","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 4","9 этаж",1,"2024-06-27","2024-06-27","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 5","10 этаж",1,"2024-03-03","2024-03-03","[{""contractor"" : ""Подрядчик - 54"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 5","11 этаж",1,"2024-03-11","2024-03-11","[{""contractor"" : ""Подрядчик - 54"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 5","12 этаж",1,"2024-03-23","2024-04-01","[{""contractor"" : ""Подрядчик - 54"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 5","1 этаж",1,"2024-02-24","2024-03-11","[{""contractor"" : ""Подрядчик - 54"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 5","2 этаж",1,"2024-03-08","2024-03-08","[{""contractor"" : ""Подрядчик - 54"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 5","3 этаж",1,"2024-03-05","2024-03-13","[{""contractor"" : ""Подрядчик - 54"", ""plan_value"" : 0}]"
